Data da Carga da Base;ExercÌcio_Financeiro (Lan-Ef);aÁ„o (cÛdigo);AÁ„o (nome);Plano OrÁament·rio (cÛdigo);Plano OrÁament·rio (nome);Grupo de Despesa ;Grupo de Despesa (nome);Resultado Lei (c√≥digo);Resultado Lei (nome);Modalidade de Aplica√ß√£o (c√≥digo);Modalidade de Aplica√ß√£o (nome);Fonte (c√≥digo);Fonte (nome);Valor dota√ß√£o inicial;Valor dota√ß√£o atualizada;Valor Total Empenhado;Valor Liquidado;Valor Pago
26/06/2025;2024;00UX;DEMAIS APOSENTADORIAS E COMPLEMENTACOES;6;APOSENTADORIA DOS SEGURADOS DO EXTINTO IPC;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;24823042;24823042;23792513,34;23792513,34;23792513,34
26/06/2025;2024;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0;165817736;146567166;146567166;140362942,7
26/06/2025;2024;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;1;TRANSFERENCIAS DO IR E DO IPI;1979273275;1979273275;1977988468;1977988468;1968610550
26/06/2025;2024;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;56;CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB;247373291;247373291;246848196,9;246848196,9;246847180,2
26/06/2025;2024;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O; -; -;1;PESSOAL E ENCARGOS SOCIAIS;0;FINANCEIRO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;136918977;152918724;143796512,9;143796512,9;143796512,9
26/06/2025;2024;0Z01;RESERVA DE CONTINGENCIA FISCAL - PRIMARIA; -; -;9;RESERVA DE CONTINGENCIA;2;PRIMARIO DISCRICIONARIO;99;RESERVA DE CONTINGENCIA;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;217206067;217206067;0;0;0
26/06/2025;2024;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;276817891;302944410;302877324,5;295380806;295053533,5
26/06/2025;2024;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;4;RETORNO DO FUNDO SOCIAL;4981829;4981829;4404014,7;4404014,7;4404014,7
26/06/2025;2024;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;4;INVESTIMENTOS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;187520;187520;37915;36682;36682
26/06/2025;2024;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;2;EXAMES PERIODICOS - CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;396014;51086;13809,32;13809,32;13809,32
26/06/2025;2024;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1629723104;1795852457;1766883120;1762549676;1698967949
26/06/2025;2024;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;117464130,9;117464130,9;116356796,5;116356796,5;107538833,5
26/06/2025;2024;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;14805627;15538506;13918493,48;13668710,58;13668710,58
26/06/2025;2024;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3;AUXILIO-TRANSPORTE DE CIVIS ATIVOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;648741;648741;394358,87;392772,29;392772,29
26/06/2025;2024;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;5;AUXILIO-ALIMENTACAO DE CIVIS ATIVOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;98025463;102833041;100974055,2;100891825;100891825
26/06/2025;2024;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;3984358;3984358;3767914;3532793,99;3532793,99
26/06/2025;2024;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;59;SALARIO-FAMILIA E AUXILIO-RECLUSAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;194000;194000;0;0;0
26/06/2025;2024;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1386000;1386000;752510,51;752510,51;752510,51
26/06/2025;2024;219I;PUBLICIDADE INSTITUCIONAL E DE UTILIDADE PUBLICA; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;50000000;50000000;0;0;0
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;1;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;421367712,6;404417265,6;374884332;305324161,4;299161372,2
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;1;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;5281681;5031344;0;0;0
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;1;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;666782,37;666782,37;197104,62;94442;93389,08
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;1;ADMINISTRACAO LEGISLATIVA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;38185090;22111100;13301847,45;7596113,25;7504453,69
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;1;ADMINISTRACAO LEGISLATIVA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;12952816;8030520;2083901,5;1333935,38;1303990,6
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;4;GESTAO DO SISTEMA DE INFORMATICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;41693569,82;41693569,82;34865244,85;28930178,71;28568694,13
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;4;GESTAO DO SISTEMA DE INFORMATICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;0;114337;114335,96;114335,96;109293,1
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;4;GESTAO DO SISTEMA DE INFORMATICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;69,18;69,18;69,18;69,18;69,18
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;4;GESTAO DO SISTEMA DE INFORMATICA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;31851328;31851328;25759017,63;19636584,68;19510798,07
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;4;GESTAO DO SISTEMA DE INFORMATICA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;0;2920816;214170;214170;214170
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;6;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;26654456;31604903;30546482,46;27314217,07;26988688,11
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;6;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;269525;269525;33085,96;16274,64;16274,64
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;6;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;4196696;4260861;4212842,9;4183962;4047130,5
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000C;DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;7891744;7891744;2868066,57;2140255;2133207,51
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000D;MODERNIZACAO E ADEQUACAO DA ACESSIBILIDADE NO COMPLEXO ARQUITETONICO;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1814443;1814443;1237283,58;859662,93;852339,81
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000F;COMUNICACAO E DIVULGACAO INSTITUCIONAL;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;89455921,21;75674330,21;71524969,07;63724376,19;62207001,98
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000F;COMUNICACAO E DIVULGACAO INSTITUCIONAL;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;0;136000;135029,96;4980;4980
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000F;COMUNICACAO E DIVULGACAO INSTITUCIONAL;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;839930,79;839930,79;407690,15;379809,67;379809,67
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000F;COMUNICACAO E DIVULGACAO INSTITUCIONAL;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;10445013;26454838;24089836,45;17578890,9;17516322,9
26/06/2025;2024;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;000F;COMUNICACAO E DIVULGACAO INSTITUCIONAL;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;0;2001480;1265067,81;758;758
26/06/2025;2024;4236;APRECIACAO E JULGAMENTO DE CAUSAS;1;JULGAMENTO DE PROCESSOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;525327,6;525327,6;525327,6;525327,6;525327,6
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;1;CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMENTO - ASPG;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;12607;12607;12607;5433,84;5433,84
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;2;CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INSTITUICOES BIBLIOTECARIAS - IFLA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;4305;4305;4305;3706,19;3706,19
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;4;CONTRIBUICAO AO PARLAMERICAS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0;140000;140000;119250,34;119250,34
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;5;CONTRIBUICAO AO CONSELHO INTERNACIONAL DE ARQUIVOS - ICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1872;1872;1640,68;1640,68;1640,68
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;000S;CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;250364;250364;250364;204372,95;204372,95
26/06/2025;2023;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;000T;CONTRIBUICAO A UNIAO INTERPARLAMENTAR;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1327101;1187101;1014397,77;870057,25;870057,25
26/06/2025;2023;00PW;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS;1;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO E DE CONTAS - ABEL;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;10800;10800;9000;9000;9000
26/06/2025;2023;00PW;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS;2;CONTRIBUICAO A UNIAO NACIONAL DAS INSTITUICOES DE AUTOGESTAO EM SAUDE - UNIDAS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;66526;66526;0;0;0
26/06/2025;2023;00PW;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS;3;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DE TELEVISOES E RADIOS LEGISLATIVAS - ASTRAL;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;16800;16800;14000;14000;14000
26/06/2025;2023;00PW;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS;4;CONTRIBUICAO AO INSTITUTO BRASILEIRO DE GOVERNANCA CORPORATIVA - IBGC;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;6452;6452;5912;5912;5912
26/06/2025;2023;00S6;BENEFICIO ESPECIAL - LEI N. 12.618, DE 2012;1;BENEFICIO ESPECIAL;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;350005;36340974;33309609,04;33309609,04;33309609,04
26/06/2025;2023;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;0;91505359;91505359;91505359;91505359
26/06/2025;2023;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;1;TRANSFERENCIAS DO IR E DO IPI;1695769759;1695769759;1659834235;1659834235;1648093825
26/06/2025;2023;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;56;CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB;379611334;379611334;379124613,9;379124613,9;379124613,9
26/06/2025;2023;397;APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;20928397;25526171;23206968,91;23206968,91;23206968,91
26/06/2025;2023;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O; -; -;1;PESSOAL E ENCARGOS SOCIAIS;0;FINANCEIRO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;194973478;210483259;123922103,3;123922103,3;123922103,3
26/06/2025;2023;0Z00;RESERVA DE CONTINGENCIA - FINANCEIRA; -; -;9;RESERVA DE CONTINGENCIA;0;FINANCEIRO;99;RESERVA DE CONTINGENCIA;49;OPERACOES DE CREDITO EXTERNAS-BENS/SERVICOS;5850;5850;0;0;0
26/06/2025;2023;0Z01;RESERVA DE CONTINGENCIA FISCAL - PRIMARIA; -; -;9;RESERVA DE CONTINGENCIA;2;PRIMARIO DISCRICIONARIO;99;RESERVA DE CONTINGENCIA;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;296078802;296078802;0;0;0
26/06/2025;2023;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;253555967;277907549;277856029,3;274079600,8;274064853
26/06/2025;2023;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;4;RETORNO DO FUNDO SOCIAL;4022482;4022482;4022482;4022482;4022482
26/06/2025;2023;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;4;INVESTIMENTOS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;500000;57209;0;0;0
26/06/2025;2023;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;2;EXAMES PERIODICOS - CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;396014;396014;0;0;0
26/06/2025;2023;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;1470209740;1594711590;1467316347;1464713341;1428224580
26/06/2025;2023;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;97405038;97405038;96261016,02;96261016,02;88727942,52
26/06/2025;2023;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;15590584;15590584;12991929,83;12991929,83;12991929,83
26/06/2025;2023;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;3;AUXILIO-TRANSPORTE DE CIVIS ATIVOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;767483;725133;372679,22;372679,22;372679,22
26/06/2025;2023;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;5;AUXILIO-ALIMENTACAO DE CIVIS ATIVOS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;102656395;102656395;91771997,19;91658495,61;91658495,61
26/06/2025;2023;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;9;AUXILIO-FUNERAL E NATALIDADE DE CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;3984358;3984358;2455714,42;2372412,58;2352081,98
26/06/2025;2023;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;59;SALARIO-FAMILIA E AUXILIO-RECLUSAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;204894;247244;214902,72;214902,72;214902,72
26/06/2025;2023;216H;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;660000;858000;775660,38;775660,38;775660,38
26/06/2025;2023;219I;PUBLICIDADE INSTITUCIONAL E DE UTILIDADE PUBLICA; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS PRIMARIOS DE LIVRE APLICACAO;50000000;50000000;0;0;0
